Epoch,Train,Valid
0.0,1.0934330940246582,0.8944589403959421
1.0,0.7864109722050754,0.7412666999376737
2.0,0.6775243423201821,0.7345158732854403
3.0,0.6045006985014135,0.6460416408685538
4.0,0.5772047915241935,0.562156998194181
5.0,0.5490124263546684,0.5009377163190109
6.0,0.5078130369836634,0.49842440165006197
7.0,0.4750057903203097,0.5058483802355253
8.0,0.487499125437303,0.4713762631783119
9.0,0.4430717712098902,0.4605427590700296
10.0,0.4408635529604825,0.4545630422922281
11.0,0.4066110036589883,0.4416837142064021
12.0,0.408202291618694,0.4382297901006845
13.0,0.3925861830061132,0.43131906481889576
14.0,0.38120851841839876,0.4326061170834761
15.0,0.37231399091807277,0.4495084767158215
16.0,0.35969664346088065,0.4297584822544685
17.0,0.3744304559447549,0.44717220618174625
18.0,0.3413420720533891,0.4283565901792966
19.0,0.3366840676827864,0.4172113514863528
