Epoch,Train,Valid
0.0,1.1784295992417768,1.1126778034063487
1.0,0.9321071169593117,1.0723859484379108
2.0,0.809540086442774,0.9310859854404743
3.0,0.7462633197957819,0.8388295265344473
4.0,0.6794589844616976,0.7703438126123868
5.0,0.6356701764193449,0.8020052497203534
6.0,0.6141494051976637,0.6726483335861793
7.0,0.6003915087743239,0.7225617170333862
8.0,0.5815737106583335,0.6765946677097907
9.0,0.5504813232205131,0.6079197892775903
10.0,0.5344560634006154,0.586990475654602
11.0,0.5307096123695374,0.5558755718744718
12.0,0.5045654237270355,0.5821561790429629
13.0,0.5008129179477692,0.6387962171664605
14.0,0.4926158368587494,0.6669382796837733
15.0,0.48129085248166864,0.5928229001852182
16.0,0.46608725948767227,0.5512803472005404
17.0,0.4693701901219108,0.5578577128740457
18.0,0.45462857430631465,0.5497036988918598
19.0,0.45219764709472654,0.5908331573009491
