Epoch,Train,Valid
0.0,0.976731812953949,0.9858433925188504
1.0,0.7945074915885926,0.8120991816887488
2.0,0.720383497801694,0.9841133860441355
3.0,0.6455005786635659,0.8663505774277908
4.0,0.6365064637227492,0.8281178566125723
5.0,0.5955927426164801,0.7292373822285578
6.0,0.5810169956900857,0.7334163601581867
7.0,0.5644572523507205,0.8032796841401321
8.0,0.5517690490592609,0.6207649295146649
9.0,0.5423905247991735,0.7082837911752554
10.0,0.5201834814115004,0.6328914623994094
11.0,0.510028764334592,0.6852399959014013
12.0,0.49882781776514923,0.5526795135094569
13.0,0.49711308100006796,0.6532536561672504
14.0,0.47571384798396715,0.6377909023028153
15.0,0.48359947258775887,0.6985911726951599
16.0,0.47830895510586824,0.5941763153442969
17.0,0.4794727363369682,0.5494269361862769
18.0,0.48259001536802815,0.6545722209490262
19.0,0.4576837989416989,0.5706031689277062
