Epoch,Train,Valid
0.0,1.1445139798251065,1.113306802052718
1.0,0.8995319756594571,0.9064496847299429
2.0,0.794347142089497,0.8454708961340097
3.0,0.7321220863949168,0.867265875522907
4.0,0.6621595642783425,0.7531132285411541
5.0,0.6557110331275247,0.7230831751456628
6.0,0.6212120950222015,0.669299487884228
7.0,0.5711696109988472,0.6540487660811498
8.0,0.5635724344036795,0.8802138842069186
9.0,0.551949592070146,0.6783964060820066
10.0,0.5365122730081732,0.6235064749534314
11.0,0.5247105587612498,0.7904033844287579
12.0,0.5309963464736939,0.6140216795297769
13.0,0.49487422704696654,0.6131992890284612
14.0,0.4913541544567455,0.594157168498406
15.0,0.4917917788028717,0.775737661581773
16.0,0.4764923832633279,0.6235249844881204
17.0,0.47593712210655215,0.7167202807389773
18.0,0.4766399952498349,0.6567667929025797
19.0,0.47620643323118034,0.6643710778309748
