Epoch,Train,Valid
0.0,1.1398133050311696,1.0093651138819182
1.0,0.8472698991948908,0.8310032120117774
2.0,0.7304581761360168,0.6887617844801682
3.0,0.6615468534556302,0.6150987927730267
4.0,0.5874668381430886,0.5911978116402259
5.0,0.5592023952440782,0.5573853735740368
6.0,0.5237143429842862,0.5217233506532816
7.0,0.4764955558560111,0.5028186096594884
8.0,0.46680721857331015,0.4648422598838806
9.0,0.44838144995949486,0.4615523425432352
10.0,0.4309903621673584,0.4494924499438359
11.0,0.4118237099864266,0.48911549953313976
12.0,0.4012750652703372,0.42777862227880037
13.0,0.38013007911768826,0.4366112145093771
14.0,0.36326110092076386,0.4987723231315613
15.0,0.3666225219314749,0.42562405879680926
16.0,0.34411301639947023,0.4476851156124702
17.0,0.34026751355691387,0.4293777163212116
18.0,0.32771799618547615,0.431735492669619
19.0,0.32539395527406173,0.4437487836067493
